Exporter Details,Country of Origin,Vessel Name,Voyage No,Port of Loading (POL),Port of Discharge (POD),Final Destination (Country),Product Code,Description of Goods,HS Code,Unit Quantity,Unit Type,Price (per unit),Currency
EXP-10697,Turkey,Maritime Legend,VY-7083,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-70457,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based on these products",160100,113,LITRE,39.11,TRY
EXP-53839,Spain,Pacific Challenger,VY-6904,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-23190,"Grapes, fresh or dried",806,416,KG,318.44,EUR
EXP-93280,Italy,Maritime Legend,VY-6565,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-53886,"Whey and modified whey, in powder, granules or other solid forms, with added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of > 15% by weight and a fat content, by weight, of > 27%",4041038,76,TON,98.42,EUR
EXP-75935,Canada,Atlantic Voyager,VY-5900,"Main Port, Canada","Casa Port, Morocco",Morocco,PROD-89039,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable materials of a kind used primarily for plaiting (excl. bamboos and rattans)",14019000,97,KG,144.64,CAD
EXP-57199,Spain,Neptune Carrier,VY-8640,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-49104,Live pigeons,2076010,393,TON,242.4,EUR
EXP-89654,Netherlands,Maritime Legend,VY-2593,"Main Port, Netherlands","Casa Port, Morocco",Morocco,PROD-79684,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excl. potatoes, leguminous vegetables, spinach, New Zealand spinach, orache spinach, and sweetcorn)",71080,60,TON,149.18,EUR
EXP-57636,Brazil,Blue Horizon,VY-4804,"Main Port, Brazil","Casa Port, Morocco",Morocco,PROD-73115,"Frozen Pacific halibut ""Hippoglossus stenolepis""",3033190,463,TON,106.01,BRL
EXP-69063,Japan,Neptune Carrier,VY-6892,"Main Port, Japan","Casa Port, Morocco",Morocco,PROD-21624,Medium grain rice in husk,10061050,422,KG,293.66,JPY
EXP-10249,Germany,Horizon Express,VY-1267,"Main Port, Germany","Casa Port, Morocco",Morocco,PROD-27298,Round grain rice in husk,10061030,198,LITRE,285.85,EUR
EXP-42038,Canada,Horizon Express,VY-1986,"Main Port, Canada","Casa Port, Morocco",Morocco,PROD-73216,Groats and meal of rye or barley,3075900,373,M3,429.75,CAD
EXP-28979,France,Global Trader,VY-2307,"Main Port, France","Casa Port, Morocco",Morocco,PROD-93388,"Juice of fruit or vegetables, unfermented, Brix value <= 67 at 20°C, value of > € 30 per 100 kg, containing added sugar (excl. mixtures or containing spirit and juice of citrus fruits, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, pineapples, tomatoes, grapes incl. grape must, apples, cranberries, pears and cherries)",20098979,200,TON,30.34,EUR
EXP-86930,India,Pacific Challenger,VY-4961,"Main Port, India","Casa Port, Morocco",Morocco,PROD-34606,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen (excl. preserved by sugar, homogenised vegetables of subheading 200510, and tomatoes, mushrooms, truffles, potatoes, peas ""Pisum sativum"", beans ""Vigna, Phaseolus"", asparagus, olives, sweetcorn ""Zea Mays var. Saccharata"" and bamboo shoots, unmixed)",200599,167,KG,343.17,INR
EXP-63955,India,Sea Pioneer,VY-4961,"Main Port, India","Casa Port, Morocco",Morocco,PROD-34014,"Strawberries, prepared or preserved, containing added spirit, with actual alcoholic strength of <= 11,85% mas (excl. sugar content of > 9%)",20088031,162,LITRE,1.03,INR
EXP-74501,China,Voyager Titan,VY-1986,"Main Port, China","Casa Port, Morocco",Morocco,PROD-39248,"Communion wafers, empty cachets for pharmaceutical use, sealing wafers, rice paper and similar products",19059020,27,LITRE,24.86,CNY
EXP-78372,India,Atlantic Voyager,VY-5410,"Main Port, India","Casa Port, Morocco",Morocco,PROD-78732,"Wild thyme ""Thymus serpyllum"" (excl. crushed or ground)",9109931,349,PCS,318.25,INR
EXP-72721,Italy,Neptune Carrier,VY-7567,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-31731,"Fresh or chilled meat, whether or not minced, of blue shark ""Prionace glauca"" (excl. fillets)",3045630,31,M3,440.99,EUR
EXP-39219,India,Pacific Challenger,VY-7555,"Main Port, India","Casa Port, Morocco",Morocco,PROD-51747,"Cereal grains of rye, not otherwise worked than kibbled",11042955,17,PCS,211.13,INR
EXP-77605,Japan,Blue Horizon,VY-4832,"Main Port, Japan","Casa Port, Morocco",Morocco,PROD-88537,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20°C, value of <= 30 € per 100 kg, containing added sugar (excl. containing spirit, mixtures, lemon, orange and grapefruit juice)",3074331,164,LITRE,57.65,JPY
EXP-73662,South Korea,Neptune Carrier,VY-5809,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-26534,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated, unsweetened, with a fat content by weight of > 3% but <= 6% (excl. in solid forms, yogurt, flavoured or with added fruit, nuts or cocoa)",4039053,146,KG,155.82,KRW
EXP-78859,Netherlands,Ocean Explorer,VY-6413,"Main Port, Netherlands","Casa Port, Morocco",Morocco,PROD-79472,"Whey and modified whey, in powder, granules or other solid forms, without added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of > 15% by weight and a fat content, by weight, of <= 1,5%",4041012,437,LITRE,471.77,EUR
EXP-99676,Japan,Blue Horizon,VY-4380,"Main Port, Japan","Casa Port, Morocco",Morocco,PROD-88639,"Whey and modified whey, whether or not concentrated, not containing added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"", by weight of <= 15% and of a fat content, by weight, of > 1,5% and <= 27% (excl. in powder, granules or other solid forms)",4041052,33,TON,267.75,JPY
EXP-84102,France,Neptune Carrier,VY-1054,"Main Port, France","Casa Port, Morocco",Morocco,PROD-66804,Finlandia (excl. grated or powdered and for processing),4069037,285,KG,404.12,EUR
EXP-74365,Turkey,Ocean Explorer,VY-2692,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-29629,Crispbread,19051000,269,M3,59.52,TRY
EXP-10512,United States,Ocean Explorer,VY-5767,"Main Port, United States","Casa Port, Morocco",Morocco,PROD-35745,"Shrimps ""Crangon crangon"", whether in shell or not, dried, salted, smoked or in brine, cooked by steaming or by boiling in water",3069511,233,LITRE,300.81,USD
EXP-28317,Netherlands,Neptune Carrier,VY-4695,"Main Port, Netherlands","Casa Port, Morocco",Morocco,PROD-97011,Rye seed for sowing,10021000,384,LITRE,199.56,EUR
EXP-30569,China,Horizon Express,VY-9155,"Main Port, China","Casa Port, Morocco",Morocco,PROD-58576,"Starch (excl. wheat, maize, potato and manioc)",110819,242,PCS,311.56,CNY
EXP-32180,Spain,Ocean Explorer,VY-5214,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-14503,Fresh kiwifruit,8105000,372,M3,376.53,EUR
EXP-62036,China,Neptune Carrier,VY-1944,"Main Port, China","Casa Port, Morocco",Morocco,PROD-92352,"Sweetcorn provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption",7119030,149,PCS,494.11,CNY
EXP-51262,South Korea,Neptune Carrier,VY-1944,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-40677,Barley flour,11029010,273,LITRE,491.92,KRW
EXP-84905,Japan,Maritime Legend,VY-5857,"Main Port, Japan","Casa Port, Morocco",Morocco,PROD-56518,"19019011
                            


                        Malt extract with a dry extract content of >= 90%",404,192,M3,240.72,JPY
EXP-75571,Japan,Horizon Express,VY-9389,"Main Port, Japan","Casa Port, Morocco",Morocco,PROD-30418,Castor oil seeds,20727,386,TON,227.72,JPY
EXP-49864,India,Global Trader,VY-5767,"Main Port, India","Casa Port, Morocco",Morocco,PROD-19875,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling in water, frozen",7103000,107,LITRE,156.46,INR
EXP-71904,France,Maritime Legend,VY-6565,"Main Port, France","Casa Port, Morocco",Morocco,PROD-53955,"Shrimps of the genus Crangon, whether in shell or not, dried, salted, smoked or in brine, incl. shrimps in shell, cooked by steaming or by boiling in water (excl. ""Crangon crangon"")",3069540,293,M3,449.28,EUR
EXP-33229,Turkey,Atlantic Voyager,VY-4695,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-42352,"Preparations of liver of any animal (excl. sausages and similar products and finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g)",8061010,403,LITRE,103.74,TRY
EXP-75549,France,Pacific Challenger,VY-3202,"Main Port, France","Casa Port, Morocco",Morocco,PROD-94380,Frozen boneless meat of domestic swine (excl. bellies and cuts thereof),11090000,337,TON,431.88,EUR
EXP-46074,Brazil,Maritime Legend,VY-1267,"Main Port, Brazil","Casa Port, Morocco",Morocco,PROD-87600,"Prepared or preserved tunas, whole or in pieces, in vegetable oil (excl. minced, skipjack and Yellowfin tuna ""Thunnus albacares"")",16041441,426,M3,75.04,BRL
EXP-53812,South Korea,Maritime Legend,VY-6793,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-85613,,802,333,TON,68.07,KRW
EXP-72780,United Kingdom,Atlantic Voyager,VY-5417,"Main Port, United Kingdom","Casa Port, Morocco",Morocco,PROD-24388,"Foliage, branches and other parts of plants, without flowers or buds, and grasses, suitable for bouquets or for ornamental purposes, dyed, bleached, impregnated or otherwise prepared (excl. dried)",6049099,292,PCS,45.68,GBP
EXP-77083,United Kingdom,Blue Horizon,VY-7555,"Main Port, United Kingdom","Casa Port, Morocco",Morocco,PROD-15416,"Whey and modified whey, in powder, granules or other solid forms, with added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of > 15% by weight and a fat content, by weight, of > 27%",4041038,341,M3,405.01,GBP
EXP-13314,Netherlands,Atlantic Voyager,VY-4961,"Main Port, Netherlands","Casa Port, Morocco",Morocco,PROD-45524,"Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh or chilled",706,343,LITRE,182.7,EUR
EXP-45359,Japan,Pacific Challenger,VY-7567,"Main Port, Japan","Casa Port, Morocco",Morocco,PROD-89068,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",200893,440,M3,114.39,JPY
EXP-87309,Turkey,Horizon Express,VY-2932,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-21397,"Products consisting of natural milk constituents, with added sugar or other sweetening matter, of a fat content, by weight, of > 27%, n.e.s.",30232,362,TON,310.18,TRY
EXP-99712,Germany,Global Trader,VY-2113,"Main Port, Germany","Casa Port, Morocco",Morocco,PROD-16026,"Plums, prepared or preserved, not containing added spirit or added sugar, in immediate packings of a net content of >= 5 kg",20089972,344,PCS,80.51,EUR
EXP-27860,Netherlands,Atlantic Voyager,VY-6531,"Main Port, Netherlands","Casa Port, Morocco",Morocco,PROD-45204,Spelt seed for sowing,10019110,31,LITRE,325.36,EUR
EXP-95115,United States,Horizon Express,VY-3699,"Main Port, United States","Casa Port, Morocco",Morocco,PROD-11834,"Fresh, chilled or frozen legs and cuts thereof, of domestic guinea fowls, with bone in",2076061,61,PCS,287.68,USD
EXP-69505,United Kingdom,Maritime Legend,VY-2781,"Main Port, United Kingdom","Casa Port, Morocco",Morocco,PROD-30669,Rice pellets,11032050,101,PCS,133.7,GBP
EXP-23260,Belgium,Blue Horizon,VY-2630,"Main Port, Belgium","Casa Port, Morocco",Morocco,PROD-95155,Live cattle of the sub-genus Bibos or Poephagus (excl. pure-bred for breeding),1022905,386,PCS,417.07,EUR
EXP-24060,United Kingdom,Neptune Carrier,VY-2604,"Main Port, United Kingdom","Casa Port, Morocco",Morocco,PROD-22447,"Mackerel of the species Scomber scombrus and Scomber japonicus, prepared or preserved, whole or in pieces (excl. minced mackerel and fillets of mackerel)",16041519,491,M3,280.33,GBP
EXP-69861,Spain,Sea Pioneer,VY-8013,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-29367,Raw beet sugar (excl. for refining and added flavouring or colouring),17011290,21,M3,461.24,EUR
EXP-85645,Italy,Atlantic Voyager,VY-5857,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-40695,"Fresh or chilled, plucked and drawn turkeys of the species domesticus, without heads, feet, necks, hearts, livers and gizzards, known as ""73% turkeys"", and other forms of fresh or chilled turkeys, not cut in pieces (excl. ""80% turkeys"")",2072490,290,KG,391.28,EUR
EXP-51815,France,Pacific Challenger,VY-8640,"Main Port, France","Casa Port, Morocco",Morocco,PROD-32709,"Jerusalem artichokes and similar roots and tubers with high inulin content, fresh, chilled, frozen or dried, even sliced or in the form of pellets, and sago pith (excl. manioc, arrowroot, salep, sweet potatoes, yams, taro and yautia)",7149090,244,M3,413.22,EUR
EXP-89751,China,Horizon Express,VY-5214,"Main Port, China","Casa Port, Morocco",Morocco,PROD-79969,"Frozen Southern bluefin tunas ""Thunnus maccoyii""",30346,403,M3,83.16,CNY
EXP-99230,Spain,Maritime Legend,VY-5767,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-17997,"Frozen fillets of Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho""",3048100,355,KG,151.2,EUR
EXP-92837,Italy,Ocean Explorer,VY-1744,"Main Port, Italy","Casa Port, Morocco",Morocco,PROD-27156,"Cantal, Cheshire, Wensleydale, Lancashire, Double Gloucester, Blarney, Colby and Monterey, of a fat content by weight of <= 40% and a water content, by weight, of non-fatty matter of > 47% but <= 72% (excl. grated or powdered and for processing)",4069081,195,PCS,308.6,EUR
EXP-46128,Spain,Pacific Challenger,VY-1492,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-63634,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream in solid forms, unsweetened, with a fat content by weight of > 27% (excl. yogurt, flavoured or with added fruit, nuts or cocoa)",4039019,274,PCS,178.35,EUR
EXP-80209,Netherlands,Blue Horizon,VY-7555,"Main Port, Netherlands","Casa Port, Morocco",Morocco,PROD-11538,"Chocolate and chocolate products in the form of chocolates, whether or not filled, containing alcohol",20084079,114,M3,14.25,EUR
EXP-36301,Spain,Horizon Express,VY-7555,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-13775,"Cereals (excl. wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, millet, canary seeds, fonio, quinoa and triticale)",10089000,192,PCS,31.37,EUR
EXP-95786,Canada,Ocean Explorer,VY-7430,"Main Port, Canada","Casa Port, Morocco",Morocco,PROD-91574,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, pitahaya and other edible fruit (excl. nuts, bananas, dates, figs, pineapples, avocados, guavas, mangoes, mangosteens, papaws ""papayas"", citrus fruit, grapes, melons, apples, pears quinces, apricots, cherries, peaches, plums, sloes, strawberries, raspberries, mulberries, blackberries, loganberries, cranberries, fruits of the genus Vaccinium, kiwifruit, durians, persimmons, black-, white- and redcurrants and gooseberries)",81090,383,TON,155.69,CAD
EXP-60614,Turkey,Voyager Titan,VY-7280,"Main Port, Turkey","Casa Port, Morocco",Morocco,PROD-52393,"Yams ""Dioscorea spp."", fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",30474,121,TON,288.32,TRY
EXP-21012,South Korea,Sea Pioneer,VY-4695,"Main Port, South Korea","Casa Port, Morocco",Morocco,PROD-30324,"Shallots, fresh or chilled",7031090,464,TON,282.68,KRW
EXP-54573,China,Sea Pioneer,VY-4832,"Main Port, China","Casa Port, Morocco",Morocco,PROD-76202,"Melons, incl. watermelons, and papaws ""papayas"", fresh",190520,462,LITRE,164.61,CNY
EXP-90930,India,Neptune Carrier,VY-2932,"Main Port, India","Casa Port, Morocco",Morocco,PROD-41212,"Cheese of a fat content by weight of > 40%, n.e.s.",4069099,122,M3,483.89,INR
EXP-40959,Spain,Pacific Challenger,VY-4832,"Main Port, Spain","Casa Port, Morocco",Morocco,PROD-36881,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excl. crude)",151519,368,LITRE,150.04,EUR
EXP-15834,United States,Blue Horizon,VY-6044,"Main Port, United States","Casa Port, Morocco",Morocco,PROD-86135,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated, sweetened, with a fat content by weight of <= 3% (excl. in solid forms, yogurt, flavoured or with added fruit, nuts or cocoa)",4039061,410,KG,317.98,USD
EXP-15200,China,Neptune Carrier,VY-3699,"Main Port, China","Casa Port, Morocco",Morocco,PROD-76195,"Fresh or chilled fillets of carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."", eels ""Anguilla spp."" and snakeheads ""Channa spp.""",3025940,480,M3,240.3,CNY
EXP-18793,Russia,Atlantic Voyager,VY-9389,"Main Port, Russia","Casa Port, Morocco",Morocco,PROD-96353,"Mixtures of fruit or other edible parts of plants, prepared or preserved, containing added spirit, of an actual alcoholic strength > 11,85% mas (excl. with sugar content > 9% by weight and mixtures of nuts, tropical fruit and tropical fruit/nuts of a type specified in Additional Notes 7 and 8 to chapter 20 with a net content of >= 50% by weight, groundnuts and other seeds)",20089738,111,LITRE,106.21,RUB
